,gsis_id,display_name,common_first_name,first_name,last_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,position,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,jersey_number,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_position,pff_status,draft_year,draft_round,draft_pick,draft_team
23918,00-0017861,Kevin Williams,Kevin,Kevin,Williams,,,,WIL411952,23532.0,WillKe25,,,1642.0,32005749-4c41-1952-b39a-dc52b594c6c3,1975-08-04,DB,DB,,,72.0,192.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hrmcmsxvj3y5bsdtno14",Oklahoma State; University of Arkansas at Pine Bluff,,23.0,1998,2002,HOU,ACT,,,4,,,1998.0,3.0,87.0,NYJ
23919,00-0022073,Kevin Williams,Kevin,Kevin,Williams,,Kevin,,WIL407346,28045.0,WillKe98,1325.0,1817.0,4467.0,32005749-4c40-7346-e110-0af090d2c784,1980-08-16,DL,DT,,,77.0,311.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bo7onl8bfrzdg47qjwj0",Oklahoma State,Big Twelve Conference,93.0,2003,2015,NO,ACT,ACT,Active,13,DI,,2003.0,1.0,9.0,MIN
23921,WIL410337,Kevin Williams,Kevin,Kevin,Williams,,,,WIL410337,,WillKe24,,,,32005749-4c41-0337-69ff-021d882a45be,1961-11-28,DB,DB,,,69.0,169.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zyuuqthuaxgqfcsuppcv",Iowa State; San Diego City College,,0.0,1985,1988,WAS,ACT,,,2,,,,,,
23922,WIL413568,Kevin Williams,Kevin,Kevin,Williams,,,,WIL413568,,WillKe22,,,,32005749-4c41-3568-3a13-c07cc6d552cd,1958-01-07,WR,WR,,,68.0,164.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gxpi3zsrofyhmhx998nm",USC,,0.0,1981,1981,BAL,ACT,,,0,,,1981.0,7.0,167.0,NO
23923,WIL415183,Brooks Williams,Brooks,Kim,Williams,,,,WIL415183,,WillBr00,,,,32005749-4c41-5183-17d9-6fad9980a129,1954-12-07,TE,TE,,,76.0,226.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aq0uwk8tfyrkpjasime7",North Carolina,,0.0,1978,1983,NE,ACT,,,6,,,1978.0,8.0,199.0,NO
23928,00-0040131,Kyle Williams,Kyle,Kyle,Williams,K.Williams,Kyle,,WIL415226,58274.0,WillKy03,128374.0,12429.0,4613202.0,32005749-4c41-5226-76ac-b1583a06b9ec,2002-11-13,WR,WR,WR,WR,71.0,190.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xkicyhizq6sm86wr5osk",Washington State,Pacific Twelve Conference,18.0,2025,2026,NE,ACT,ACT,Active,2,WR,A,2025.0,3.0,69.0,NE
23976,00-0040670,Nohl Williams,Nohl,Nohl,Williams,N.Williams,Nohl,,WIL458398,58290.0,WillNo01,128375.0,12445.0,4610705.0,32005749-4c45-8398-dede-bad6ca7515d4,2002-09-23,DB,CB,DB,CB,73.0,200.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pf22yjk2vhk7gc6ogh8z",California,Atlantic Coast Conference,20.0,2025,2026,KC,ACT,ACT,Active,2,CB,A,2025.0,3.0,85.0,KC
23977,WIL458802,Oliver Williams,Oliver,Oliver,Williams,,,,WIL458802,,WillOl20,,,,32005749-4c45-8802-1797-5268b0ea8354,1960-10-17,WR,WR,,,75.0,194.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nvpd66bhwxwmvsrkxkwg",Illinois; LAHC,,0.0,1985,1987,HOU,ACT,,,3,,,1983.0,12.0,313.0,CHI
23978,00-0017899,Pat Williams,Pat,Patrick,Williams,,,,WIL462033,,WillPa20,,,1356.0,32005749-4c46-2033-4c7f-c7dc309b2b3a,1972-10-24,DL,DT,,,75.0,317.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ehazrqey4rek2snraicn",Texas A&M; Northeastern State (Ok); Navarro,,94.0,1997,2010,MIN,ACT,,,14,,,,,,
24016,00-0021143,Roy Williams,Roy L.,Roy,Williams,,,,WIL512486,27138.0,WillRo03,1016.0,,3536.0,32005749-4c51-2486-6c5e-923ced807a0b,1980-08-14,DB,S,,,72.0,222.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eqthihj2drb4ttgqkrcl",Oklahoma,,31.0,2002,2010,CIN,ACT,,,9,,,2002.0,1.0,8.0,DAL
24017,00-0022909,Roy Williams,Roy E.,Roy,Williams,,,,WIL511864,28959.0,WillRo04,1728.0,,5532.0,32005749-4c51-1864-ea29-7342a68fd004,1981-12-20,WR,WR,,,75.0,215.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dgin3k0ecicww9uphfww",Texas,,11.0,2004,2011,CHI,ACT,,,8,,,2004.0,1.0,7.0,DET
24018,00-0023570,Roydell Williams,Roydell,Roydell,Williams,,,,WIL514334,29963.0,WillRo05,2353.0,,8550.0,32005749-4c51-4334-429d-4c5f31e3dca1,1981-03-14,WR,WR,,,72.0,178.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yvdm4zjxlsu5enx0w5a2",Tulane,,87.0,2005,2010,WAS,ACT,,,4,,,2005.0,4.0,136.0,TEN
24020,00-0017927,Sammy Williams,Sammy,Sammy,Williams,,,,WIL515344,23612.0,WillSa23,,,1553.0,32005749-4c51-5344-f151-a1a144b98f18,1974-12-14,OL,OT,,,77.0,310.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vwdmw2fbxyt10hxp7yv3",Oklahoma; Coffeyville CC,,60.0,1998,2003,JAX,ACT,,,6,,,1998.0,6.0,164.0,BAL
24021,00-0022090,Sam Williams,Sam,Samuel,Williams,,,,WIL514940,28119.0,WillSa22,1398.0,,4541.0,32005749-4c51-4940-8884-1981fb3246b9,1980-07-28,LB,OLB,,,77.0,260.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oj1b6che6i8mq6jlvacn",Fresno State,,54.0,2003,2010,LV,ACT,,,8,,,2003.0,3.0,83.0,LV
24022,00-0037665,Sam Williams,Sam,Samuel,Williams,S.Williams,Sam,,WIL515041,54521.0,WillSa00,99106.0,10101.0,4567242.0,32005749-4c51-5041-55e2-aa34560a7119,1999-03-31,DL,DE,DL,EDGE,76.0,261.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dffnhnfk8qloazleesuj",Mississippi,Southeastern Conference,54.0,2022,2026,CLE,ACT,ACT,Active,5,ED,A,2022.0,2.0,56.0,DAL
24023,WIL516960,Sam Williams,Sam,Samuel,Williams,,,,WIL516960,,WillSa21,,,,32005749-4c51-6960-fb4f-8473c0e77a85,1952-07-22,DB,DB,,,74.0,192.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i9lm9baqeiplxkjswmvu",California; New Mexico Highlands Univ.,,0.0,1974,1976,HOU,ACT,,,3,,,1974.0,12.0,289.0,LAC
24027,00-0022538,Shaud Williams,Shaud,Shaud,Williams,,,,WIL521301,,WillSh01,,,5947.0,32005749-4c52-1301-9823-e76a9e75b429,1980-10-02,RB,RB,,,67.0,193.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wdnk6rxxqyggic7wxkd2",Alabama; Texas Tech,,36.0,2004,2007,BUF,ACT,,,4,,,,,,
24028,00-0017930,Shaun Williams,Shaun,Shaun,Williams,,,,WIL521604,23471.0,WillSh20,344.0,,1457.0,32005749-4c52-1604-a5fb-b104cf972598,1976-10-10,DB,S,,,74.0,218.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eqjdicof6whyrfwos55h",UCLA,,36.0,1998,2006,CAR,ACT,,,9,,,1998.0,1.0,24.0,NYG
24030,00-0017934,Stepfret Williams,Stepfret,Stepfret,Williams,,,,WIL527460,,WillSt00,,,7991.0,32005749-4c52-7460-76e5-e40d1ce0e76a,1973-06-14,WR,WR,,,72.0,170.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m5qgeug56poyqdcg1k38",Louisiana-Monroe,,87.0,1996,1998,CIN,ACT,,,3,,,1996.0,3.0,94.0,DAL
24031,00-0024187,Steve Williams,Steve,Stephen,Williams,,,,WIL528297,,WillSt21,,,,32005749-4c52-8297-8605-8b708223962d,1981-09-21,DL,DT,,,74.0,306.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y1zpigymsheb5zkc42jq",NW Missouri State University; Northern Illinois; Indiana,,70.0,2006,2006,KC,ACT,,,0,,,,,,
24034,WIL529884,Steven Williams,Steven,Steven,Williams,,,,WIL529884,,,,,,32005749-4c52-9884-df47-de59e271c24f,1951-01-12,DL,DT,,,78.0,260.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ulscbcus9u5fjkelezyb",Western Carolina,,0.0,1974,1974,BAL,ACT,,,1,,,,,,
24035,00-0030577,Sylvester Williams,Sylvester,Sylvester,Williams,S.Williams,Sylvester,,WIL531095,39974.0,WillSy00,7809.0,2209.0,15816.0,32005749-4c53-1095-98ec-c001bf9d28a2,1988-11-21,DL,DT,DL,INTERIOR_LINE,74.0,328.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jodnmf8avbtftfu8kkeb",North Carolina; Coffeyville CC,Atlantic Coast Conference,73.0,2013,2020,DEN,ACT,UFA,Active,8,DI,,2013.0,1.0,28.0,DEN
24039,WIL533115,Terry Williams,Terry,Terrance,Williams,,,,WIL533115,,WillTe21,,,4040172.0,32005749-4c53-3115-6612-c6991937338b,1965-10-14,DB,DB,,,71.0,197.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lqiacbgr63yfwxaabq2y",Bethune-Cookman College,,0.0,1988,1989,NYJ,ACT,,,2,,,1988.0,2.0,37.0,NYJ
24041,00-0032020,Terry Williams,Terry,Terry,Williams,T.Williams,Terry,,WIL535538,43022.0,,10087.0,4127.0,2511658.0,32005749-4c53-5538-d6e2-db06e41f4d7d,1992-04-15,DL,DT,DL,INTERIOR_LINE,72.0,329.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/npyizx1nuezkexlhbyhe",East Carolina,American Athletic Conference,79.0,2015,2015,CHI,ACT,CUT,Active,0,,,,,,
24042,00-0017940,Thomas Williams,Thomas,Thomas,Williams,,,,WIL537961,,,,,,32005749-4c53-7961-5cfc-8bf257f55944,1970-12-19,DL,DT,,,75.0,274.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/er0otzi6af4g0raozji9",Wyoming,,0.0,1994,1994,ATL,ACT,,,0,,,,,,
24045,WIL539577,Toby Williams,Toby,Tobias,Williams,,,,WIL539577,,WillTo20,,,,32005749-4c53-9577-afc2-6af37722957a,1959-11-19,DL,DE,,,75.0,264.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mahr3z7g6icdtendkbxw",Nebraska,,0.0,1983,1988,NE,ACT,,,6,,,1983.0,10.0,265.0,NE
24049,00-0030286,Tourek Williams,Tourek,Tourek,Williams,,Tourek,,WIL544726,40127.0,WillTo00,7960.0,2332.0,16000.0,32005749-4c54-4726-2e00-8b301ab12f90,1991-05-09,LB,OLB,LB,EDGE,76.0,262.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p2zbejrl3llumpijfofp",Florida International,Sun Belt Conference,58.0,2013,2016,LAC,ACT,ACT,Active,4,ED,,2013.0,6.0,179.0,LAC
24053,00-0023761,Travis Williams,Travis,Travis,Williams,,,,WIL547452,31081.0,WillTr98,,,10758.0,32005749-4c54-7452-1bfd-81efe801529e,1983-01-20,LB,LB,,,71.0,217.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dyvnqqysm1foxj1vxcmg",Auburn,,45.0,2007,2007,ATL,ACT,,,1,,,,,,
24054,00-0035291,Trayveon Williams,Trayveon,Trayveon,Williams,T.Williams,Trayveon,,WIL185325,47965.0,WillTr06,45775.0,7973.0,4035222.0,32005749-4c18-5325-3179-dd521a18c706,1997-10-18,RB,RB,RB,RB,68.0,206.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwei0idpruplnhlmpfkr",Texas A&M,Southeastern Conference,38.0,2019,2025,CLE,ACT,CUT,Active,7,HB,A,2019.0,6.0,182.0,CIN
24055,00-0027857,Trent Williams,Trent,Trenton,Williams,T.Williams,Trent,,WIL547553,35443.0,WillTr21,5529.0,1466.0,13241.0,32005749-4c54-7553-75b9-3d34c5460f69,1988-07-19,OL,OT,OL,T,77.0,320.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esqu9k1my3po3yxxkcjs",Oklahoma,Big Twelve Conference,71.0,2010,2026,SF,ACT,ACT,Active,17,T,A,2010.0,1.0,4.0,WAS
24056,00-0030413,Trevardo Williams,Trevardo,Trevardo,Williams,,,,WIL547603,40072.0,WillTr02,7906.0,2112.0,15953.0,32005749-4c54-7603-877c-d8f11070f559,1990-12-31,LB,OLB,,,73.0,237.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ljnz6uansuspcgro2lia",Connecticut,,54.0,2013,2014,WAS,ACT,,,2,LB,,2013.0,4.0,124.0,HOU
24059,00-0036457,Ty'Son Williams,Ty'Son,Ty'Son,Williams,T.Williams,Ty'Son,,WIL549673,53180.0,WillTy01,38287.0,9440.0,3895827.0,32005749-4c54-9673-99c6-3057efe2b9a6,1996-09-04,RB,RB,RB,RB,72.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ucxy1zbyppgm62iyvrdr",BYU,Independent,43.0,2020,2022,ARI,ACT,CUT,Waivers/No Rec.,2,HB,A,,,,
24015,00-0021198,Roe Williams,Roe,Roosevelt,Williams,,,,WIL511243,27204.0,WillRo26,,,3600.0,32005749-4c51-1243-da1b-d28e67bd4408,1978-09-10,DB,DB,,,72.0,200.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mdy8qsoedw7yrkaocdzr",Tuskegee University; Savannah State College,,27.0,2002,2003,CLE,ACT,,,2,,,2002.0,3.0,72.0,CHI
24014,00-0017926,Ronnie Williams,Ronnie,Ronald,Williams,,,,WIL510995,,WillRo02,,,7538.0,32005749-4c51-0995-9dc2-0def3886f3f4,1966-01-19,TE,TE,,,75.0,258.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkyaqpttx5ruxabog6l6",Oklahoma State,,83.0,1993,1996,SEA,ACT,,,5,,,,,,
24013,00-0017925,Ronald Williams,Ronald,Ronald,Williams,,,,WIL510746,,,,,,32005749-4c51-0746-1f1e-0ae8af0bf0df,1972-05-19,RB,RB,,,71.0,215.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jutpnx9dusujlnt62lqs",Clemson,,0.0,1993,1993,CIN,ACT,,,0,,,,,,
24010,00-0017923,Rodney Williams,Rodney,Rodney,Williams,,,,WIL507024,24764.0,WillRo23,,,2005.0,32005749-4c50-7024-1a9e-b2c583e6707b,1977-04-25,SPEC,P,,,72.0,178.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cfpkwajnr97n2jdnwegn",Georgia Tech,,2.0,2001,2001,NYG,ACT,,,1,,,1999.0,7.0,252.0,LA
23983,WIL465264,Perry Williams,Perry,Perry,Williams,,,,WIL465264,,WillPe01,,,,32005749-4c46-5264-1916-34017e58df67,1946-12-11,RB,RB,,,74.0,219.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uwhxpzft7qtsqsh9y7qe",Purdue,,0.0,1974,1974,CHI,ACT,,,6,,,,,,
23984,WIL469021,Perry Williams,Perry,Perry,Williams,,,,WIL469021,,WillPe21,,,,32005749-4c46-9021-95b5-b5c7ba7fc81c,1964-04-12,DB,DB,,,73.0,200.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i5cu55x68vzowbizjgea",Clemson,,0.0,1987,1987,NE,ACT,,,0,,,,,,
23985,00-0035350,Preston Williams,Preston,Preston,Williams,P.Williams,Preston,,WIL469697,48480.0,WillPr01,38855.0,8257.0,3915399.0,32005749-4c46-9697-124a-eb66b52308ae,1997-03-27,WR,WR,,,77.0,224.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycedbmymomppxkrh6gcc",Colorado State,Mountain West Conference,18.0,2019,2022,CAR,ACT,CUT,Active,4,,,,,,
23986,00-0035680,Quincy Williams,Quincy,Quincy,Williams,Q.Williams,Quincy,,WIL470092,47881.0,WillQu01,49779.0,7889.0,3110565.0,32005749-4c47-0092-50a9-30e26cc391c8,1996-08-28,LB,LB,LB,MLB,71.0,230.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ukxxxlah4iappss0ro9e",Murray State,Ohio Valley Conference,5.0,2019,2026,CLE,ACT,ACT,Active,8,LB,A,2019.0,3.0,98.0,JAX
23987,00-0035718,Quinnen Williams,Quinnen,Quinnen,Williams,Q.Williams,Quinnen,,WIL132672,47786.0,WillQu00,44216.0,7794.0,4040982.0,32005749-4c13-2672-b05d-48fefa792d12,1997-12-21,DL,DT,DL,INTERIOR_LINE,75.0,303.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lijqxjhytjakehnusgmn",Alabama,Southeastern Conference,92.0,2019,2026,DAL,ACT,ACT,Active,8,DI,A,2019.0,1.0,3.0,NYJ
23988,00-0022474,Quintin Williams,Quintin,Quintin,Williams,,,,WIL471275,,WillQu20,,,5822.0,32005749-4c47-1275-1bbc-5f1ddbca0dc2,1982-09-24,DB,DB,,,70.0,204.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ytdxpwuigammvhgakuwk",Wake Forest,,38.0,2004,2004,MIA,ACT,,,0,,,,,,
23989,00-0030471,Shawn Williams,Shawn,Quintin,Williams,S.Williams,Shawn,,WIL522311,40032.0,WillSh02,7865.0,2233.0,15877.0,32005749-4c52-2311-70db-482094c670a8,1991-05-13,DB,S,DB,SAFETY,72.0,212.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/itwadnav0rwaqupj5lws",Georgia,Southeastern Conference,36.0,2013,2021,ATL,ACT,ACT,Active,9,S,,2013.0,3.0,84.0,CIN
23991,WIL471726,Ralph Williams,Ralph,Ralph,Williams,,,,WIL471726,,WillRa20,,,,32005749-4c47-1726-b988-ba8f265a48da,1958-03-27,OL,G,,,75.0,280.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n7tpqao52pszefipeswz",Southern,,0.0,1982,1986,NO,ACT,,,3,,,,,,
23992,00-0019919,Randal Williams,Randal,Randal,Williams,,,,WIL472720,,WillRa01,,,2870.0,32005749-4c47-2720-4514-a1957f527fe5,1978-05-21,TE,TE,,,75.0,235.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/boaves04oh0cocd48t9s",New Hampshire,,86.0,2001,2006,LV,ACT,,,6,,,,,,
23993,WIL478188,Ray Williams,Ray,Raymond,Williams,,,,WIL478188,,WillRa00,,,,32005749-4c47-8188-25b2-f1ec9651ec09,1958-09-22,RB,RB,,,69.0,170.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xbtpahiujiwzyaqfbbp5",Washington State,,0.0,1980,1980,DET,ACT,,,0,,,1980.0,12.0,307.0,DET
23994,WIL478995,Ray Williams,Ray,Raymond,Williams,,,,WIL478995,,WillRa21,,,,32005749-4c47-8995-19e5-2af48ff4b418,1965-11-09,DB,DB,,,71.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mqjxkayz15rmsd3thn69",Rhode Island,,0.0,1987,1987,PIT,ACT,,,0,,,,,,
23887,00-0017841,John Williams,John,John,Williams,,,,WIL384520,,WillJo28,,,8209.0,32005749-4c38-4520-a177-4b54dec4a136,1974-07-26,DB,DB,,,67.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ejaqhcwld0ucsyhuvs2d",Southern,,36.0,1997,1998,BAL,ACT,,,1,,,,,,
23996,00-0022889,Reggie Williams,Reggie,Reginald,Williams,,,,WIL481044,28961.0,WillRe00,1730.0,,5534.0,32005749-4c48-1044-d17e-753aec8bae97,1983-05-17,WR,WR,,,76.0,212.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yqykqzzjkce9mje2jxxd",Washington,,11.0,2004,2008,JAX,ACT,,,5,,,2004.0,1.0,9.0,JAX
23998,00-0022287,Renauld Williams,Renauld,Renauld,Williams,,,,WIL000000,,,,,8374.0,32005749-4c00-0000-821f-2524c8719382,1981-02-23,LB,LB,,,72.0,238.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/n9yblhqtosqfgj9hkdwr",Hofstra,,59.0,2004,2006,SF,ACT,,,2,,,,,,
23999,WIL491112,Richard Williams,Richard,Richard,Williams,,,,WIL491112,,WillRi20,,,,32005749-4c49-1112-4f8d-0bfa48735db5,1952-01-30,WR,WR,,,71.0,170.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xnwxoa35wttz3hgvqc8y",Abilene Christian,,0.0,1974,1974,NO,ACT,,,0,,,1974.0,4.0,103.0,CIN
24000,WIL491919,Richard Williams,Richard,Richard,Williams,,,,WIL491919,,WillRi21,,,,32005749-4c49-1919-f495-54a9ebb60e05,1960-08-13,RB,RB,,,72.0,205.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/izitpt8fbklubvlsussi",Memphis,,0.0,1983,1984,HOU,ACT,,,2,,,1983.0,2.0,56.0,WAS
24001,00-0020739,Ricky Williams,Ricky,Ricky,Williams,,,,WIL493535,,WillRi01,,,4269.0,32005749-4c49-3535-c8e9-cefd27226b26,1978-08-29,RB,RB,,,67.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/szl6gfy0j2spygxswcio",Texas Tech,,35.0,2002,2003,IND,ACT,,,2,,,,,,
24002,WIL494343,Ricky Williams,Ricky,Ricky,Williams,,,,WIL494343,,WillRi22,,,,32005749-4c49-4343-d5f6-d9eb530642ad,1960-04-27,RB,RB,,,73.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fv7y5aqsagtxlwjsgnio",Langston University; Santa Monica,,0.0,1985,1987,LV,ACT,,,1,,,1983.0,9.0,233.0,NE
24003,00-0017918,Robert Williams,Robert,Robert,Williams,,,,WIL504036,,WillRo20,,,6820.0,32005749-4c50-4036-356f-10c05508fc9e,1962-10-02,DB,DB,,,70.0,190.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/taapdalkmzvcqjvxwiga",Baylor,,0.0,1987,1993,KC,ACT,,,7,,,,,,
24005,00-0017920,Robert Williams,Robert,Robert,Williams,,,,WIL506459,23576.0,WillRo21,,,1524.0,32005749-4c50-6459-a266-cdba304d5b72,1977-05-29,DB,DB,,,70.0,182.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s2jzkjrtqqftqtmoxzme",North Carolina,,21.0,1998,1999,NO,ACT,,,2,,,1998.0,5.0,128.0,KC
24006,WIL502420,Robert Williams,Robert,Robert,Williams,,,,WIL502420,,WillRo22,,,,32005749-4c50-2420-5f1f-a2e8b79fa7ca,1962-09-26,DB,DB,,,71.0,202.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/way01vvoswbfmklbvfio",Eastern Illinois,,0.0,1984,1984,PIT,ACT,,,0,,,,,,
24007,WIL505651,Ben Williams,Ben,Robert,Williams,,,,WIL505651,,WillBe00,,,,32005749-4c50-5651-23c4-5856c394c833,1954-09-01,DL,DE,,,75.0,251.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ji62ovtxilnmqtik5ciy",Mississippi,,0.0,1976,1985,BUF,ACT,,,10,,,1976.0,3.0,78.0,BUF
24008,00-0036570,Rodarius Williams,Rodarius,Rodarius,Williams,R.Williams,Rodarius,,WIL506648,53630.0,WillRo07,44160.0,9665.0,4038430.0,32005749-4c50-6648-4e60-3e5913e2e410,1996-09-12,DB,CB,DB,CB,72.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jiidr0m42cdrywl4raqn",Oklahoma State,Big Twelve Conference,25.0,2021,2022,NYG,ACT,CUT,Waivers/No Rec.,2,CB,A,2021.0,6.0,201.0,NYG
24009,00-0017922,Rodney A. Williams,Rodney A.,Rodney,Williams,,,,WIL506782,23701.0,,,,1661.0,32005749-4c50-6782-ae9e-b00e93878474,1973-08-15,WR,WR,,,72.0,195.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vxrozbk6wkibe4ry0wug",Arizona; Pierce College,,89.0,1998,1999,LV,ACT,,,2,,,,,,
23997,WIL481419,Reggie Williams,Reggie,Reginald,Williams,,,,WIL481419,,WillRe20,,,,32005749-4c48-1419-9860-f605b8ae37bf,1954-09-19,LB,OLB,,,73.0,228.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f4gfjrom1favz8hpo0nl",Dartmouth,,0.0,1976,1989,CIN,ACT,,,14,,,1976.0,3.0,82.0,CIN
23687,00-0033676,Elijah Wilkinson,Elijah,Elijah,Wilkinson,E.Wilkinson,Elijah,,WIL099353,45550.0,WilkEl00,46238.0,6434.0,3059839.0,32005749-4c09-9353-3f4a-f19b70ea3921,1995-02-10,OL,OT,OL,T,78.0,315.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q24grx1dxcv83l2nmayx",UMass Amherst,Mid-American Conference,65.0,2017,2026,ARI,ACT,ACT,Active,10,T,A,,,,
23886,WIL369949,Joel Williams,Joel,Joel,Williams,,,,WIL369949,,WillJo25,,,,32005749-4c36-9949-eba2-8e9e2c132dbf,1965-03-16,TE,TE,,,75.0,242.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/neaw4tgofafxyzbrif4v",Notre Dame,,0.0,1987,1987,MIA,ACT,,,0,,,1987.0,8.0,210.0,MIA
23881,00-0017831,Jerrol Williams,Jerrol,Jerrol,Williams,,,,WIL361872,,WillJe22,,,6819.0,32005749-4c36-1872-1c04-01924ea17299,1967-07-05,LB,OLB,,,77.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h4ps8wy8mzl1n1gesttg",Purdue,,57.0,1989,1996,BAL,ACT,,,7,,,1989.0,4.0,91.0,PIT
23744,WIL180936,Charles Williams,Charles,Charles,Williams,,,,WIL180936,,WillCh21,,,,32005749-4c18-0936-c432-069196176804,1953-09-14,DB,CB,,,73.0,180.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pucgsurrknqvfbbdipfd",Jackson State University,,0.0,1978,1978,PHI,ACT,,,0,,,1978.0,9.0,230.0,PHI
23745,00-0017750,Charlie Williams,Charlie,Charlie,Williams,,,,WIL185190,,WillCh22,,,803.0,32005749-4c18-5190-3a1d-2d2b123dd967,1972-02-02,DB,DB,,,72.0,204.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gbmnkpvhy3ig0hev6ev0",Bowling Green,,25.0,1995,2000,DAL,ACT,,,6,,,1995.0,3.0,92.0,DAL
23750,WIL187398,Chris Williams,Chris,Chris,Williams,,,,WIL187398,,WillCh23,,,,32005749-4c18-7398-2b1f-2456650a9aea,1959-01-02,DB,FS,,,72.0,197.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kpcatguxwtovpxiz7lae",LSU,,0.0,1981,1983,BUF,ACT,,,2,,,1981.0,2.0,49.0,BUF
23751,00-0041106,C.J. Williams,C.J.,Christian,Williams,C.Williams,C.J.,,WIL189259,62825.0,WillCJ00,158471.0,13347.0,5085024.0,32005749-4c18-9259-c108-7001d90a67a5,2002-10-23,WR,WR,WR,WR,73.0,205.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svmb2citno2f6zqc9qbm",Stanford; Wisconsin,Atlantic Coast Conference,18.0,2026,2026,JAX,ACT,ACT,Active,0,WR,A,2026.0,6.0,203.0,JAX
